Player,Game Week,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Nick Pope,J7,Newcastle Utd,Premier League,eng ENG,32-169,90,2.0,0.0,2.0,0.6,0.6,True,0.0,4.0,25.0,6.0,146.4,7.0,158.2,2.0,1.0,0.0,0.0
Emiliano Martínez,J7,Aston Villa,Premier League,ar ARG,32-034,90,4.0,0.0,4.0,1.0,1.0,True,3.0,8.0,33.0,3.0,80.1,2.0,81.0,9.0,1.0,1.0,17.5
André Onana,J7,Manchester Utd,Premier League,cm CMR,28-187,90,1.0,0.0,1.0,0.4,0.4,True,4.0,14.0,31.0,3.0,100.5,5.0,271.0,16.0,1.0,0.0,0.0
Yann Sommer,J11,Inter,Serie A,ch SUI,35-322,90,2.0,0.0,2.0,1.0,1.0,True,6.0,10.0,33.0,2.0,62.0,3.0,80.1,11.0,0.0,0.0,0.0
Filip Stankovic,J11,Venezia,Serie A,rs SRB,22-252,90,8.0,1.0,7.0,1.6,0.6,False,4.0,9.0,40.0,3.0,89.4,2.0,87.0,21.0,2.0,0.0,0.0
Robert Sánchez,J7,Chelsea,Premier League,es ESP,26-323,90,9.0,1.0,8.0,1.6,0.6,False,1.0,7.0,26.0,8.0,222.4,3.0,21.0,9.0,1.0,3.0,63.6
Matz Sels,J7,Nott'ham Forest,Premier League,be BEL,32-223,90,8.0,1.0,7.0,1.9,0.9,False,9.0,28.0,23.0,5.0,215.0,13.0,847.6,23.0,0.0,0.0,0.0
Bart Verbruggen,J7,Brighton,Premier League,nl NED,22-049,90,3.0,2.0,1.0,1.3,-0.7,False,3.0,14.0,33.0,4.0,134.0,2.0,129.0,11.0,0.0,1.0,10.7
Guglielmo Vicario,J7,Tottenham,Premier League,it ITA,27-365,90,4.0,3.0,1.0,2.3,-0.7,False,0.0,0.0,57.0,7.0,117.6,3.0,42.0,10.0,1.0,2.0,24.4
Guglielmo Vicario,J8,Tottenham,Premier League,it ITA,28-012,90,3.0,1.0,2.0,0.9,-0.1,False,1.0,1.0,30.0,2.0,41.4,5.0,77.0,9.0,2.0,0.0,0.0
Alphonse Areola,J8,West Ham,Premier League,fr FRA,31-235,90,7.0,4.0,4.0,0.8,-3.2,False,10.0,23.0,29.0,4.0,152.0,11.0,503.8,19.0,2.0,4.0,71.6
Bernd Leno,J8,Fulham,Premier League,de GER,32-229,90,5.0,3.0,3.0,1.2,-1.8,False,3.0,6.0,26.0,3.0,81.6,4.0,269.2,17.0,1.0,1.0,7.7
Emiliano Martínez,J8,Aston Villa,Premier League,ar ARG,32-047,90,4.0,1.0,2.0,1.4,0.4,False,3.0,7.0,31.0,2.0,54.0,2.0,34.0,21.0,2.0,1.0,14.0
Arijanet Muric,J8,Ipswich Town,Premier League,xk KVX,25-347,90,8.0,2.0,6.0,2.3,0.3,False,1.0,5.0,20.0,9.0,242.1,2.0,83.0,10.0,0.0,0.0,0.0
Jordan Pickford,J8,Everton,Premier League,eng ENG,30-226,90,2.0,0.0,2.0,0.3,0.3,True,4.0,28.0,35.0,4.0,178.8,9.0,576.0,20.0,0.0,3.0,52.5
Aaron Ramsdale,J8,Southampton,Premier League,eng ENG,26-158,90,4.0,3.0,1.0,2.2,-0.8,False,7.0,21.0,41.0,3.0,119.7,4.0,159.2,21.0,0.0,0.0,0.0
Mads Hermansen,J8,Leicester City,Premier League,dk DEN,24-100,90,7.0,2.0,5.0,2.6,0.6,False,3.0,9.0,30.0,8.0,265.6,4.0,97.2,16.0,2.0,1.0,11.5
André Onana,J8,Manchester Utd,Premier League,cm CMR,28-200,90,2.0,1.0,1.0,1.1,0.1,False,11.0,28.0,45.0,4.0,154.4,3.0,186.0,8.0,1.0,0.0,0.0
Mark Flekken,J8,Brentford,Premier League,nl NED,31-128,90,11.0,2.0,9.0,2.0,0.0,False,2.0,11.0,41.0,6.0,176.4,2.0,87.0,16.0,0.0,5.0,79.5
Nick Pope,J8,Newcastle Utd,Premier League,eng ENG,32-183,90,5.0,1.0,4.0,1.7,0.7,False,2.0,5.0,22.0,9.0,220.5,6.0,163.2,8.0,0.0,1.0,15.0
Bart Verbruggen,J8,Brighton,Premier League,nl NED,22-062,90,6.0,0.0,6.0,0.9,0.9,True,12.0,28.0,47.0,6.0,208.2,7.0,333.9,17.0,1.0,1.0,10.1
Kepa Arrizabalaga,J8,Bournemouth,Premier League,es ESP,30-016,90,1.0,0.0,1.0,0.3,0.3,True,10.0,19.0,31.0,4.0,166.0,6.0,270.0,13.0,2.0,0.0,0.0
David Raya,J8,Arsenal,Premier League,es ESP,29-034,90,4.0,2.0,2.0,1.6,-0.4,False,10.0,30.0,50.0,3.0,105.9,6.0,378.0,18.0,3.0,2.0,26.8
José Sá,J8,Wolves,Premier League,pt POR,31-277,90,7.0,2.0,5.0,1.8,-0.2,False,7.0,35.0,31.0,4.0,208.4,9.0,610.2,28.0,3.0,0.0,0.0
Ederson,J8,Manchester City,Premier League,br BRA,31-064,90,2.0,1.0,1.0,1.3,0.3,False,0.0,0.0,12.0,3.0,63.9,3.0,54.0,3.0,0.0,3.0,66.0
Devis Vásquez,J11,Empoli,Serie A,co COL,26-176,90,2.0,0.0,2.0,0.6,0.6,True,3.0,15.0,25.0,2.0,85.6,6.0,271.2,16.0,3.0,0.0,0.0
Pepe Reina,J11,Como,Serie A,es ESP,42-065,90,4.0,1.0,3.0,0.5,-0.5,False,6.0,9.0,41.0,3.0,81.6,7.0,142.1,10.0,0.0,0.0,0.0
Caoimhín Kelleher,J8,Liverpool,Premier League,ie IRL,25-332,90,2.0,1.0,1.0,0.9,-0.1,False,4.0,20.0,37.0,4.0,143.6,7.0,287.0,14.0,0.0,1.0,17.0
Robert Sánchez,J8,Chelsea,Premier League,es ESP,26-337,90,5.0,2.0,3.0,2.0,0.0,False,4.0,9.0,40.0,6.0,168.6,2.0,30.0,3.0,0.0,1.0,14.3
Matz Sels,J8,Nott'ham Forest,Premier League,be BEL,32-238,90,7.0,0.0,7.0,0.9,0.9,True,7.0,13.0,27.0,6.0,190.2,3.0,173.1,12.0,0.0,0.0,0.0
Dean Henderson,J8,Crystal Palace,Premier League,eng ENG,27-223,90,6.0,1.0,5.0,1.8,0.8,False,1.0,3.0,16.0,1.0,24.3,6.0,106.2,17.0,1.0,0.0,0.0
Mads Hermansen,J9,Leicester City,Premier League,dk DEN,24-106,90,5.0,3.0,2.0,1.7,-1.3,False,2.0,7.0,30.0,6.0,176.4,6.0,76.2,19.0,0.0,3.0,63.6
Matz Sels,J9,Nott'ham Forest,Premier League,be BEL,32-242,90,1.0,1.0,0.0,1.0,0.0,False,9.0,21.0,17.0,1.0,53.9,9.0,459.9,20.0,1.0,0.0,0.0
Bart Verbruggen,J9,Brighton,Premier League,nl NED,22-069,90,7.0,2.0,5.0,1.7,-0.3,False,6.0,11.0,37.0,6.0,178.8,5.0,253.0,15.0,0.0,1.0,17.3
José Sá,J9,Wolves,Premier League,pt POR,31-283,90,6.0,2.0,4.0,1.5,-0.5,False,2.0,11.0,20.0,7.0,208.6,9.0,365.4,24.0,1.0,3.0,65.4
Ederson,J9,Manchester City,Premier League,br BRA,31-070,90,2.0,0.0,2.0,0.1,0.1,True,2.0,5.0,20.0,2.0,58.8,3.0,84.9,1.0,0.0,1.0,17.0
Aaron Ramsdale,J9,Southampton,Premier League,eng ENG,26-165,90,7.0,1.0,6.0,0.8,-0.2,False,4.0,10.0,57.0,9.0,222.3,8.0,72.8,19.0,1.0,0.0,0.0
Mark Flekken,J9,Brentford,Premier League,nl NED,31-135,90,5.0,3.0,2.0,2.0,-1.0,False,2.0,10.0,48.0,4.0,114.4,5.0,189.0,14.0,1.0,1.0,14.3
Arijanet Muric,J9,Ipswich Town,Premier League,xk KVX,25-354,90,9.0,4.0,5.0,3.4,-0.6,False,5.0,22.0,28.0,5.0,192.5,7.0,478.1,23.0,2.0,2.0,29.6
Emiliano Martínez,J9,Aston Villa,Premier League,ar ARG,32-054,90,3.0,1.0,2.0,1.1,0.1,False,4.0,16.0,46.0,2.0,60.6,6.0,351.0,17.0,5.0,2.0,23.8
Mark Travers,J9,Bournemouth,Premier League,ie IRL,25-161,90,8.0,1.0,7.0,3.2,2.2,False,8.0,13.0,13.0,8.0,257.6,10.0,619.0,15.0,0.0,2.0,28.4
Jordan Pickford,J9,Everton,Premier League,eng ENG,30-233,90,3.0,1.0,2.0,1.2,0.2,False,10.0,21.0,29.0,6.0,251.4,11.0,484.0,11.0,0.0,2.0,22.8
Bernd Leno,J9,Fulham,Premier League,de GER,32-236,90,5.0,1.0,4.0,1.3,0.3,False,4.0,9.0,63.0,7.0,175.0,1.0,68.0,13.0,1.0,2.0,27.6
Łukasz Fabiański,J9,West Ham,Premier League,pl POL,39-192,90,5.0,1.0,4.0,2.0,1.0,False,8.0,14.0,23.0,3.0,112.8,7.0,273.7,19.0,1.0,2.0,26.4
André Onana,J9,Manchester Utd,Premier League,cm CMR,28-208,90,3.0,2.0,1.0,2.0,0.0,False,1.0,11.0,33.0,6.0,180.0,4.0,130.0,15.0,1.0,0.0,0.0
Robert Sánchez,J9,Chelsea,Premier League,es ESP,26-344,90,2.0,1.0,1.0,1.2,0.2,False,3.0,21.0,39.0,2.0,77.2,3.0,153.9,9.0,1.0,2.0,30.0
Nick Pope,J9,Newcastle Utd,Premier League,eng ENG,32-191,90,7.0,2.0,5.0,1.9,-0.1,False,2.0,8.0,30.0,12.0,351.6,7.0,161.0,16.0,2.0,5.0,61.0
Zion Suzuki,J11,Parma,Serie A,jp JPN,22-075,90,6.0,1.0,5.0,1.3,0.3,False,3.0,20.0,30.0,4.0,179.6,6.0,262.2,18.0,1.0,0.0,0.0
Nicola Leali,J11,Genoa,Serie A,it ITA,31-261,90,0.0,0.0,0.0,0.0,0.0,True,12.0,22.0,17.0,5.0,159.5,17.0,1040.4,9.0,1.0,0.0,0.0
Dean Henderson,J9,Crystal Palace,Premier League,eng ENG,27-229,90,3.0,0.0,3.0,0.4,0.4,True,10.0,28.0,23.0,3.0,159.6,9.0,621.9,21.0,2.0,0.0,0.0
Guglielmo Vicario,J9,Tottenham,Premier League,it ITA,28-020,90,6.0,1.0,5.0,1.5,0.5,False,2.0,4.0,39.0,7.0,153.3,3.0,62.1,22.0,2.0,0.0,0.0
David Raya,J9,Arsenal,Premier League,es ESP,29-042,90,4.0,2.0,2.0,1.8,-0.2,False,9.0,18.0,33.0,2.0,74.4,2.0,114.0,21.0,1.0,0.0,0.0
Caoimhín Kelleher,J9,Liverpool,Premier League,ie IRL,25-339,90,3.0,2.0,1.0,1.7,-0.3,False,8.0,24.0,41.0,3.0,111.0,1.0,65.0,7.0,0.0,0.0,0.0
Nick Pope,J10,Newcastle Utd,Premier League,eng ENG,32-197,90,0.0,0.0,0.0,0.0,0.0,True,2.0,23.0,17.0,1.0,45.2,11.0,709.5,21.0,2.0,0.0,0.0
David Raya,J10,Arsenal,Premier League,es ESP,29-048,90,4.0,1.0,3.0,1.3,0.3,False,3.0,10.0,31.0,8.0,248.0,1.0,17.0,11.0,2.0,3.0,56.1
Caoimhín Kelleher,J10,Liverpool,Premier League,ie IRL,25-345,90,5.0,1.0,4.0,0.5,-0.5,False,1.0,4.0,27.0,4.0,101.6,0.0,0.0,10.0,0.0,2.0,41.6
Bart Verbruggen,J10,Brighton,Premier League,nl NED,22-076,90,8.0,2.0,6.0,1.8,-0.2,False,3.0,12.0,37.0,3.0,91.5,1.0,7.0,18.0,0.0,2.0,38.0
Aaron Ramsdale,J10,Southampton,Premier League,eng ENG,26-172,90,5.0,0.0,5.0,0.9,0.9,True,5.0,11.0,36.0,7.0,181.3,9.0,183.6,13.0,2.0,0.0,0.0
Jordan Pickford,J10,Everton,Premier League,eng ENG,30-240,90,2.0,1.0,1.0,0.8,-0.2,False,4.0,16.0,26.0,3.0,116.1,7.0,305.9,13.0,0.0,0.0,0.0
Matz Sels,J10,Nott'ham Forest,Premier League,be BEL,32-250,90,1.0,0.0,1.0,0.0,0.0,True,6.0,14.0,17.0,2.0,86.6,3.0,131.1,10.0,0.0,0.0,0.0
Łukasz Fabiański,J10,West Ham,Premier League,pl POL,39-198,90,6.0,3.0,3.0,2.9,-0.1,False,3.0,15.0,21.0,2.0,66.6,12.0,507.6,15.0,1.0,0.0,0.0
Arijanet Muric,J10,Ipswich Town,Premier League,xk KVX,25-361,90,5.0,1.0,4.0,1.1,0.1,False,1.0,12.0,19.0,2.0,60.8,8.0,498.4,14.0,3.0,0.0,0.0
Mads Hermansen,J10,Leicester City,Premier League,dk DEN,24-114,90,2.0,1.0,1.0,0.6,-0.4,False,1.0,22.0,35.0,5.0,181.5,7.0,471.8,8.0,1.0,0.0,0.0
Mark Travers,J10,Bournemouth,Premier League,ie IRL,25-168,90,4.0,1.0,3.0,1.9,0.9,False,11.0,20.0,20.0,4.0,162.4,11.0,594.0,19.0,0.0,0.0,0.0
Ederson,J10,Manchester City,Premier League,br BRA,31-077,90,6.0,2.0,4.0,2.4,0.4,False,6.0,8.0,48.0,8.0,221.6,7.0,133.0,12.0,1.0,0.0,0.0
José Sá,J10,Wolves,Premier League,pt POR,31-290,90,6.0,2.0,4.0,2.9,0.9,False,4.0,14.0,31.0,8.0,260.8,8.0,367.2,20.0,1.0,0.0,0.0
Dean Henderson,J10,Crystal Palace,Premier League,eng ENG,27-235,90,6.0,2.0,4.0,1.7,-0.3,False,1.0,11.0,23.0,3.0,105.0,5.0,196.0,11.0,1.0,1.0,18.3
Guglielmo Vicario,J10,Tottenham,Premier League,it ITA,28-027,90,1.0,1.0,0.0,1.0,0.0,False,2.0,2.0,14.0,3.0,60.3,4.0,108.0,8.0,2.0,2.0,32.8
Emiliano Martínez,J10,Aston Villa,Premier League,ar ARG,32-062,90,6.0,4.0,2.0,2.8,-1.2,False,7.0,13.0,35.0,6.0,188.4,7.0,366.1,18.0,3.0,0.0,0.0
Ivan Provedel,J11,Lazio,Serie A,it ITA,30-232,90,1.0,1.0,0.0,0.5,-0.5,False,3.0,4.0,32.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,13.0
Simone Scuffet,J11,Cagliari,Serie A,it ITA,28-157,90,4.0,2.0,2.0,2.0,0.0,False,7.0,15.0,26.0,5.0,169.0,11.0,478.5,15.0,0.0,0.0,0.0
André Onana,J10,Manchester Utd,Premier League,cm CMR,28-215,90,3.0,1.0,2.0,0.7,-0.3,False,4.0,14.0,41.0,7.0,207.2,2.0,137.0,12.0,1.0,0.0,0.0
Robert Sánchez,J10,Chelsea,Premier League,es ESP,26-351,90,4.0,1.0,3.0,0.9,-0.1,False,1.0,7.0,31.0,5.0,132.0,3.0,93.0,11.0,1.0,0.0,0.0
Bernd Leno,J10,Fulham,Premier League,de GER,32-245,90,2.0,1.0,1.0,0.8,-0.2,False,0.0,7.0,43.0,3.0,73.5,5.0,127.0,5.0,0.0,1.0,13.8
Mark Flekken,J10,Brentford,Premier League,nl NED,31-144,90,12.0,2.0,10.0,2.3,0.3,False,7.0,25.0,45.0,3.0,131.7,6.0,253.8,33.0,2.0,0.0,0.0
Łukasz Fabiański,J11,West Ham,Premier League,pl POL,39-205,90,4.0,0.0,4.0,0.5,0.5,True,5.0,14.0,22.0,7.0,246.4,7.0,394.1,22.0,2.0,0.0,0.0
Jordan Pickford,J11,Everton,Premier League,eng ENG,30-247,90,6.0,0.0,6.0,1.2,1.2,True,5.0,16.0,34.0,5.0,183.5,5.0,278.0,9.0,1.0,1.0,15.5
Dean Henderson,J11,Crystal Palace,Premier League,eng ENG,27-242,90,7.0,2.0,5.0,1.2,-0.8,False,5.0,20.0,28.0,2.0,88.0,7.0,370.3,16.0,0.0,2.0,92.0
Bernd Leno,J11,Fulham,Premier League,de GER,32-250,90,4.0,0.0,4.0,1.1,1.1,True,1.0,4.0,34.0,7.0,158.2,5.0,114.0,11.0,1.0,0.0,0.0
José Sá,J11,Wolves,Premier League,pt POR,31-297,90,0.0,0.0,0.0,0.0,0.0,True,2.0,14.0,22.0,5.0,178.5,6.0,391.2,22.0,1.0,0.0,0.0
Aaron Ramsdale,J11,Southampton,Premier League,eng ENG,26-179,90,4.0,2.0,2.0,1.4,-0.6,False,3.0,6.0,40.0,6.0,142.2,3.0,21.0,2.0,0.0,1.0,31.5
Mark Flekken,J11,Brentford,Premier League,nl NED,31-149,90,3.0,2.0,1.0,1.7,-0.3,False,6.0,11.0,36.0,2.0,58.8,6.0,274.2,18.0,1.0,2.0,29.8
Kepa Arrizabalaga,J11,Bournemouth,Premier League,es ESP,30-037,90,6.0,3.0,3.0,1.8,-1.2,False,7.0,15.0,24.0,3.0,115.2,6.0,226.2,19.0,0.0,2.0,36.6
Bart Verbruggen,J11,Brighton,Premier League,nl NED,22-083,90,6.0,1.0,5.0,2.6,1.6,False,3.0,7.0,26.0,4.0,91.2,4.0,212.0,10.0,1.0,3.0,55.8
Ederson,J11,Manchester City,Premier League,br BRA,31-084,90,4.0,2.0,2.0,1.6,-0.4,False,7.0,11.0,60.0,6.0,159.0,2.0,34.0,6.0,2.0,5.0,102.0
Caoimhín Kelleher,J11,Liverpool,Premier League,ie IRL,25-352,90,2.0,0.0,2.0,0.6,0.6,True,1.0,6.0,28.0,3.0,77.1,1.0,62.0,17.0,2.0,0.0,0.0
Emiliano Martínez,J11,Aston Villa,Premier League,ar ARG,32-068,90,5.0,2.0,3.0,1.2,-0.8,False,4.0,9.0,30.0,5.0,142.0,3.0,117.0,8.0,0.0,0.0,0.0
Guglielmo Vicario,J11,Tottenham,Premier League,it ITA,28-034,90,3.0,2.0,1.0,2.4,0.4,False,1.0,1.0,22.0,4.0,75.6,0.0,0.0,5.0,1.0,1.0,11.7
Arijanet Muric,J11,Ipswich Town,Premier League,xk KVX,26-003,90,5.0,1.0,4.0,1.4,0.4,False,10.0,28.0,31.0,13.0,497.9,14.0,919.8,25.0,7.0,0.0,0.0
Matz Sels,J11,Nott'ham Forest,Premier League,be BEL,32-258,90,6.0,3.0,3.0,2.3,-0.7,False,7.0,20.0,19.0,3.0,127.8,8.0,442.4,23.0,1.0,0.0,0.0
Nick Pope,J11,Newcastle Utd,Premier League,eng ENG,32-205,90,3.0,1.0,2.0,0.9,-0.1,False,4.0,8.0,18.0,4.0,140.8,3.0,137.1,18.0,3.0,1.0,9.7
Maduka Okoye,J2,Udinese,Serie A,ng NGA,24-362,90,4.0,1.0,3.0,1.7,0.7,False,9.0,14.0,14.0,0.0,0.0,7.0,361.2,32.0,0.0,2.0,40.6
Ivan Provedel,J2,Lazio,Serie A,it ITA,30-160,90,3.0,2.0,1.0,1.6,-0.4,False,5.0,13.0,25.0,2.0,68.4,6.0,177.0,9.0,0.0,0.0,0.0
Nicola Leali,J12,Genoa,Serie A,it ITA,31-264,90,8.0,1.0,7.0,1.7,0.7,False,10.0,24.0,38.0,5.0,188.5,6.0,277.8,11.0,1.0,0.0,0.0
Pepe Reina,J12,Como,Serie A,es ESP,42-068,90,4.0,1.0,3.0,1.3,0.3,False,9.0,16.0,34.0,5.0,192.0,1.0,11.0,16.0,0.0,0.0,0.0
André Onana,J11,Manchester Utd,Premier League,cm CMR,28-222,90,5.0,0.0,5.0,0.7,0.7,True,3.0,13.0,40.0,7.0,206.5,2.0,115.0,11.0,1.0,0.0,0.0
Mads Hermansen,J11,Leicester City,Premier League,dk DEN,24-122,90,3.0,3.0,1.0,0.4,-2.6,False,4.0,10.0,25.0,6.0,171.6,3.0,122.1,10.0,0.0,0.0,0.0
Robert Sánchez,J11,Chelsea,Premier League,es ESP,26-358,90,3.0,1.0,2.0,0.8,-0.2,False,3.0,13.0,38.0,4.0,131.6,2.0,26.0,16.0,1.0,2.0,23.6
David Raya,J11,Arsenal,Premier League,es ESP,29-056,90,3.0,1.0,2.0,0.3,-0.7,False,6.0,9.0,34.0,7.0,176.4,2.0,51.0,10.0,4.0,6.0,103.8
Mads Hermansen,J12,Leicester City,Premier League,dk DEN,24-135,90,6.0,2.0,4.0,2.2,0.2,False,3.0,16.0,30.0,4.0,136.8,5.0,293.0,14.0,1.0,0.0,0.0
Robert Sánchez,J12,Chelsea,Premier League,es ESP,27-005,90,1.0,1.0,0.0,0.8,-0.2,False,2.0,11.0,30.0,3.0,87.6,1.0,46.0,5.0,0.0,1.0,14.5
Emiliano Martínez,J12,Aston Villa,Premier League,ar ARG,32-082,90,6.0,2.0,4.0,1.9,-0.1,False,0.0,2.0,32.0,4.0,92.4,5.0,96.0,11.0,0.0,2.0,56.6
Dean Henderson,J12,Crystal Palace,Premier League,eng ENG,27-256,90,5.0,2.0,2.0,2.8,0.8,False,4.0,16.0,16.0,0.0,0.0,10.0,481.0,14.0,0.0,0.0,0.0
Bernd Leno,J12,Fulham,Premier League,de GER,32-264,90,5.0,4.0,1.0,1.4,-2.6,False,0.0,0.0,29.0,7.0,142.1,2.0,39.0,4.0,0.0,2.0,52.6
José Sá,J12,Wolves,Premier League,pt POR,31-311,90,3.0,1.0,2.0,0.7,-0.3,False,4.0,11.0,18.0,2.0,74.4,3.0,237.0,21.0,1.0,2.0,43.6
Kepa Arrizabalaga,J12,Bournemouth,Premier League,es ESP,30-051,90,4.0,2.0,2.0,1.6,-0.4,False,4.0,7.0,28.0,6.0,163.8,6.0,217.2,1.0,0.0,5.0,121.5
Bart Verbruggen,J12,Brighton,Premier League,nl NED,22-097,90,5.0,1.0,4.0,1.4,0.4,False,10.0,24.0,42.0,4.0,127.2,10.0,623.0,25.0,3.0,0.0,0.0
David Raya,J12,Arsenal,Premier League,es ESP,29-069,90,0.0,0.0,0.0,0.0,0.0,True,1.0,7.0,33.0,7.0,187.6,3.0,119.1,11.0,1.0,3.0,59.4
Matz Sels,J12,Nott'ham Forest,Premier League,be BEL,32-271,90,6.0,3.0,3.0,1.4,-1.6,False,6.0,16.0,14.0,1.0,49.4,13.0,530.4,12.0,0.0,0.0,0.0
Jordan Pickford,J12,Everton,Premier League,eng ENG,30-261,90,2.0,0.0,2.0,0.4,0.4,True,1.0,5.0,26.0,7.0,217.0,4.0,83.2,10.0,0.0,1.0,32.0
Mark Flekken,J12,Brentford,Premier League,nl NED,31-163,90,5.0,0.0,5.0,0.8,0.8,True,6.0,21.0,40.0,1.0,35.0,11.0,629.2,36.0,2.0,0.0,0.0
Ederson,J12,Manchester City,Premier League,br BRA,31-098,90,7.0,4.0,3.0,3.4,-0.6,False,2.0,3.0,19.0,1.0,28.9,2.0,26.0,5.0,0.0,0.0,0.0
Guglielmo Vicario,J12,Tottenham,Premier League,it ITA,28-047,90,5.0,0.0,5.0,1.1,1.1,True,1.0,7.0,49.0,4.0,97.6,9.0,260.1,25.0,3.0,0.0,0.0
Alex McCarthy,J12,Southampton,Premier League,eng ENG,34-357,90,11.0,3.0,8.0,4.1,1.1,False,0.0,8.0,29.0,10.0,272.0,8.0,74.4,28.0,3.0,0.0,0.0
Caoimhín Kelleher,J12,Liverpool,Premier League,ie IRL,26-001,90,5.0,2.0,2.0,1.7,-0.3,False,2.0,7.0,17.0,1.0,29.9,3.0,134.1,3.0,0.0,4.0,96.8
Wladimiro Falcone,J12,Lecce,Serie A,it ITA,29-210,90,6.0,1.0,5.0,0.6,-0.4,False,1.0,12.0,26.0,4.0,153.6,1.0,80.0,12.0,0.0,0.0,0.0
Devis Vásquez,J12,Empoli,Serie A,co COL,26-180,90,3.0,1.0,2.0,1.1,0.1,False,2.0,24.0,24.0,3.0,123.3,14.0,884.8,21.0,1.0,1.0,15.3
Arijanet Muric,J12,Ipswich Town,Premier League,xk KVX,26-017,90,4.0,1.0,3.0,1.1,0.1,False,3.0,14.0,29.0,5.0,166.5,3.0,207.0,5.0,3.0,6.0,129.6
André Onana,J12,Manchester Utd,Premier League,cm CMR,28-236,90,6.0,1.0,5.0,1.7,0.7,False,0.0,9.0,50.0,4.0,105.2,1.0,82.0,13.0,1.0,0.0,0.0
Nick Pope,J12,Newcastle Utd,Premier League,eng ENG,32-220,90,6.0,2.0,4.0,1.2,-0.8,False,4.0,6.0,27.0,9.0,231.3,3.0,135.0,8.0,0.0,3.0,59.4
Łukasz Fabiański,J12,West Ham,Premier League,pl POL,39-221,90,2.0,0.0,2.0,0.4,0.4,True,11.0,32.0,38.0,8.0,301.6,15.0,772.5,28.0,0.0,4.0,90.4
Bart Verbruggen,J13,Brighton,Premier League,nl NED,22-103,90,2.0,1.0,1.0,0.4,-0.6,False,0.0,5.0,30.0,5.0,131.0,0.0,0.0,21.0,4.0,0.0,0.0
Joe Lumley,J13,Southampton,Premier League,eng ENG,29-288,90,5.0,1.0,4.0,0.7,-0.3,False,5.0,11.0,44.0,7.0,177.1,7.0,121.1,29.0,0.0,0.0,0.0
José Sá,J13,Wolves,Premier League,pt POR,31-318,90,8.0,4.0,4.0,3.3,-0.7,False,1.0,6.0,27.0,3.0,80.7,2.0,121.0,13.0,1.0,2.0,35.4
Kepa Arrizabalaga,J13,Bournemouth,Premier League,es ESP,30-058,90,3.0,2.0,1.0,1.2,-0.8,False,4.0,11.0,26.0,2.0,60.8,8.0,343.2,13.0,1.0,0.0,0.0
Matz Sels,J13,Nott'ham Forest,Premier League,be BEL,32-278,90,2.0,0.0,2.0,0.4,0.4,True,2.0,11.0,15.0,2.0,94.2,0.0,0.0,13.0,1.0,0.0,0.0
Arijanet Muric,J13,Ipswich Town,Premier League,xk KVX,26-023,90,5.0,1.0,4.0,1.5,0.5,False,3.0,7.0,26.0,8.0,216.0,8.0,155.2,18.0,2.0,0.0,0.0
Mark Flekken,J13,Brentford,Premier League,nl NED,31-170,90,3.0,1.0,2.0,1.1,0.1,False,2.0,6.0,33.0,3.0,75.3,4.0,97.2,12.0,1.0,0.0,0.0
Mads Hermansen,J13,Leicester City,Premier League,dk DEN,24-142,90,6.0,4.0,2.0,3.5,-0.5,False,4.0,23.0,35.0,6.0,216.6,9.0,543.6,18.0,1.0,3.0,63.0
Dean Henderson,J13,Crystal Palace,Premier League,eng ENG,27-263,90,0.0,1.0,0.0,0.0,-1.0,False,3.0,14.0,28.0,2.0,77.4,2.0,85.0,18.0,0.0,5.0,124.0
Nick Pope,J13,Newcastle Utd,Premier League,eng ENG,32-225,90,3.0,1.0,2.0,0.9,-0.1,False,3.0,10.0,21.0,7.0,165.9,8.0,460.8,19.0,3.0,2.0,30.8
Łukasz Fabiański,J13,West Ham,Premier League,pl POL,39-226,90,7.0,5.0,2.0,3.7,-1.3,False,5.0,16.0,29.0,4.0,148.8,5.0,186.0,16.0,1.0,0.0,0.0
David Raya,J13,Arsenal,Premier League,es ESP,29-076,90,5.0,2.0,3.0,2.3,0.3,False,5.0,19.0,40.0,4.0,144.4,2.0,117.0,7.0,0.0,1.0,28.0
André Onana,J13,Manchester Utd,Premier League,cm CMR,28-243,90,2.0,0.0,2.0,0.2,0.2,True,1.0,3.0,39.0,4.0,96.8,0.0,0.0,10.0,0.0,0.0,0.0
Jordan Pickford,J13,Everton,Premier League,eng ENG,30-269,90,5.0,4.0,1.0,1.4,-2.6,False,6.0,18.0,43.0,4.0,134.4,3.0,116.1,5.0,0.0,2.0,44.0
Fraser Forster,J13,Tottenham,Premier League,eng ENG,36-259,90,6.0,1.0,5.0,1.7,0.7,False,0.0,3.0,18.0,3.0,77.4,4.0,67.2,20.0,1.0,0.0,0.0
Bernd Leno,J13,Fulham,Premier League,de GER,32-272,90,3.0,1.0,2.0,1.1,0.1,False,5.0,13.0,24.0,4.0,141.6,4.0,229.2,12.0,1.0,2.0,28.6
